Q1,Intro Test 1 Q1,Intro Test 2 Q1,Intro Test 2 Q2,Intro Test 3 Q1,Intro Test 3 Q2,Intro Test 3 Q3,Intro Test 4 Q1,Intro Test 4 Q2,Intro Test 4 Q3,Intro Test 4 Q4,wom 1 app,wom 1 power,wom 1 no,wom 1 yes,wom 1 trust you_1,wom 1 trust other_1,wom 1 agree_1,wom 1 agree_2,wom 1 agree_3,wom 1 agree_4,wom 1 agree_5,wom 1 agree_6,wom 1 agree_7,wom 1 agree_8,wom 1 agree_9,wom 1 agree_10,reg vis most,reg vis least,wom 2 app,wom 2 power,wom 2 no,wom 2 yes,wom 2 trust you_1,wom 2 trust other_1,wom 2 agree_1,wom 2 agree_2,wom 2 agree_3,wom 2 agree_4,wom 2 agree_5,wom 2 agree_6,wom 2 agree_7,wom 2 agree_8,wom 2 agree_9,wom 2 agree_10,wom 3 app,wom 3 power,wom 3 no,wom 3 yes,wom 3 trust you_1,wom 3 trust other_1,wom 3 agree_1,wom 3 agree_2,wom 3 agree_3,wom 3 agree_4,wom 3 agree_5,wom 3 agree_6,wom 3 agree_7,wom 3 agree_8,wom 3 agree_9,wom 3 agree_10,man 1 app,man 1 power,man 1 no,man 1 yes,man 1 trust you_1,man 1 trust other_1,man 1 agree_1,man 1 agree_2,man 1 agree_3,man 1 agree_4,man 1 agree_5,man 1 agree_6,man 1 agree_7,man 1 agree_8,man 1 agree_9,man 1 agree_10,man 2 app,man 2 power,man 2 no,man 2 yes,man 2 trust you_1,man 2 trust other_1,man 2 agree_1,man 2 agree_2,man 2 agree_3,man 2 agree_4,man 2 agree_5,man 2 agree_6,man 2 agree_7,man 2 agree_8,man 2 agree_9,man 2 agree_10,man 3 app,man 3 power,man 3 no,man 3 yes,man 3 trust you_1,man 3 trust other_1,man 3 agree_1,man 3 agree_2,man 3 agree_3,man 3 agree_4,man 3 agree_5,man 3 agree_6,man 3 agree_7,man 3 agree_8,man 3 agree_9,man 3 agree_10,percep decisions_1,percep output_1,percep other_1,fairness app a,fairness app b,fairness trust you_1,fairness trust other_1,fairness agree_1,fairness agree_2,fairness agree_3,fairness agree_4,fairness agree_5,fairness agree_6,fairness agree_7,fairness agree_8,fairness agree_9,fairness agree_10,discrimination yn,discrimination fact,fairness vis most,fairness vis least,age,gender,gender_4_TEXT,race,income,school,ml prof,FL_16_DO
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,The color coding and order of values on the charts,the actual numbers ,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,3,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",4,3,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",4,4,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",2,2,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,6,6,5,NO,YES,2,2,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Sex,The color coding and order of values in chart,the actual numbers,25,Woman/Female (Cis or Trans),,Black/African American,"$0 - $49,999",Bachelor's degree in college (4-year),Beginner,Woman1|Man3|Woman3|Woman2|Man1|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,The prediction/feature-value aspects,The bar graphs,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",2,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,3,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,NO,Education,Education,"Hours Worked Per Week,Sex,Occupation",2,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,6,2,NO,YES,1,1,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,"Age,Sex",Prediction/Feature-Value,Bar graphs,19,Man/Male (Cis or Trans),,Black/African American,Other,High school graduate (high school diploma or equivalent including GED),Intermediate,Man2|Woman1|Man1|Woman2|Man3|Woman3
I agree,"YES, you should wear a coat",hail,,"Temperature,Wind",Wind,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex",Age,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,the prediction is the most useful,The table is the least useful,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Sex,Occupation",3,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",2,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,Education,"Hours Worked Per Week,Sex",4,3,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,3,5,3,NO,YES,2,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,"Age,Occupation,Sex",The second figure which displays which factors push for yes or no,The table,21,Woman/Female (Cis or Trans),,White,"$0 - $49,999",Bachelor's degree in college (4-year),Beginner,Man3|Man1|Woman3|Woman1|Woman2|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Temperature,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,6,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,The value feature,The sex of the person being highest value,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,3,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",5,3,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,5,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",4,4,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,5,5,4,YES,YES,5,4,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,YES,Sex,Education Occupation and hours,Age and Sex,40,Man/Male (Cis or Trans),,Hispanic/Latinx,"$50,000 - $99,999",High school graduate (high school diploma or equivalent including GED),No familiarity,Man3|Man2|Woman1|Woman2|Man1|Woman3
I agree,"YES, you should wear a coat",hail,,Temperature,Wind,Temperature,"NO, do not wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,The color and length of the bar was very very helpful. It made it clear which factors mattered and how much they mattered towards a decision.,the actual numbers since they didn't seem to have much weight beyond the prediction number.,NO,Age,Hours Worked Per Week,"Education,Occupation",1,1,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",1,1,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",1,1,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,3,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,6,6,5,NO,YES,2,2,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,YES,Sex,The sex one because it pretty clearly discounts females.,they were all equally useful.,33,Man/Male (Cis or Trans),,White,"$0 - $49,999",Bachelor's degree in college (4-year),Beginner,Man3|Woman2|Man1|Woman3|Woman1|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,the yes no aspect of the visual aid,prediction aspect of the visual aid,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Sex,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,Education,"Hours Worked Per Week,Sex",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,5,4,NO,YES,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,"Age,Sex",Yes/No infographuic,Feature infographic,21,Woman/Female (Cis or Trans),,Asian,"$0 - $49,999",Bachelor's degree in college (4-year),Beginner,Woman1|Woman3|Man2|Woman2|Man3|Man1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,features and values,they were all useful,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,1,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",1,1,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",3,3,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",1,1,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,2,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,6,6,6,NO,YES,1,1,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Sex,sex,they were all useful,29,Woman/Female (Cis or Trans),,Black/African American,"$50,000 - $99,999",Some college but no degree,Beginner,Man1|Man3|Woman3|Man2|Woman2|Woman1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,The colors indicating yes or no.,The decimal point numbers next the bars.,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",4,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,3,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",4,5,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",2,3,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,3,3,5,NO,YES,5,4,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,"Age,Sex",color coding,decimal point breakdowns,30,Man/Male (Cis or Trans),,White,"$50,000 - $99,999",Associate degree in college (2-year),No familiarity,Man2|Woman1|Man3|Man1|Woman2|Woman3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,3,3,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,the bar graph and the chart make it easier to see.,the graph in the middle gives to much information that can easily get lost.,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,3,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",3,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",1,1,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,6,6,6,NO,YES,3,3,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Sex,the middle and right charts,the left chart,35,Woman/Female (Cis or Trans),,White,"$0 - $49,999",High school graduate (high school diploma or equivalent including GED),No familiarity,Woman2|Woman1|Man1|Woman3|Man3|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,3,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,The feature ,Prediction,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",4,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",5,2,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",2,5,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,4,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,4,4,3,NO,YES,4,4,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,YES,Sex,Feature,Prediction,67,Woman/Female (Cis or Trans),,White,"$0 - $49,999",High school graduate (high school diploma or equivalent including GED),Beginner,Man3|Man2|Woman2|Man1|Woman3|Woman1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,4,5,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,I think the chart was more of use to me while answering these questions.,There was nothing that was less of use for me while answering these questions.,YES,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",4,6,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,4,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,YES,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,5,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,6,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,YES,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",5,4,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,5,4,6,YES,YES,5,5,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,YES,Sex,The chart always shows the colors that has been different for the sex for each new chart.,There was nothing that was less useful to me while answering these questions.,27,Woman/Female (Cis or Trans),,White,"$0 - $49,999",High school graduate (high school diploma or equivalent including GED),Beginner,Woman1|Woman3|Woman2|Man1|Man2|Man3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Age,Education,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,4,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",5,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",5,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,5,6,6,NO,YES,5,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,YES,Sex,Age,Sex,39,Man/Male (Cis or Trans),,White,"$50,000 - $99,999",Bachelor's degree in college (4-year),Intermediate,Man1|Woman1|Man2|Man3|Woman3|Woman2
I agree,"YES, you should wear a coat",hail,,Temperature,Wind,Temperature,"YES, you should wear a coat",70,Temperature,Temperature,NO,Sex,Sex,Age,4,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,The bars in the middle,The feature and value data box on the right,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,NO,Age,"Hours Worked Per Week,Age","Sex,Occupation",3,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",2,2,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",4,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,4,5,5,NO,YES,4,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,YES,Sex,The middle bars,The feature and value bar,26,Man/Male (Cis or Trans),,White,"$0 - $49,999",Bachelor's degree in college (4-year),Beginner,Woman1|Woman3|Man2|Man3|Man1|Woman2
I agree,"YES, you should wear a coat",hail,,Precipitation,Wind,Precipitation,"YES, you should wear a coat",70,Wind,Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,The colors,All the arrows and blocky test.,NO,Education,"Hours Worked Per Week,Age","Education,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",6,6,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Occupation",6,6,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Education,Hours Worked Per Week,Sex",2,2,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,6,6,5,NO,YES,3,3,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,YES,Sex,THe colors were clear,N/A,39,Woman/Female (Cis or Trans),,Black/African American,"$0 - $49,999",Bachelor's degree in college (4-year),No familiarity,Woman2|Man1|Woman3|Man3|Woman1|Man2
I agree,"YES, you should wear a coat",hail,,Temperature,Wind,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Temperature,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,6,6,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,The bars and the feature/Value,I have an issue with the gender (sex) being negative if woman.,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",5,6,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,5,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",6,6,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",5,5,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,5,5,5,NO,YES,6,3,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,YES,Sex,length and direction of bar.  Feature and Values (snapshot look of explanation).,I still do not like the gender question included in this form.  It is not the computer's fault.  It is human input. ,67,Man/Male (Cis or Trans),,White,"$0 - $49,999",Master's degree,Intermediate,Woman3|Woman1|Man1|Man2|Woman2|Man3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Temperature,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,4,5,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,The design of the table scale next to the prediction attributes,I didn't find anything least useful.  Everything was very useful in making my decision,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,3,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",6,6,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",4,3,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,6,6,5,YES,YES,4,3,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,YES,Sex,The visualization chart helped for the most part,Everything was useful.  ,52,Man/Male (Cis or Trans),,Other,"$50,000 - $99,999",Bachelor's degree in college (4-year),Beginner,Man1|Woman1|Man2|Man3|Woman2|Woman3
